10622.1034580032,	785.5401384
10701.0861331110,	789.8267511
10780.5014604543,	794.1532734
10860.3534717428,	798.5201129
10940.6462421993,	802.9277046
11021.3838956825,	807.3765348
11102.5706123036,	811.8671662
11184.2106386487,	816.4002635
11266.3083006848,	820.9766204
11348.8680193901,	825.5971871
11431.8943291056,	830.2630972
11515.3918985630,	834.9756946
11599.3655544955,	839.7365593
11683.8203076896,	844.5475319
11768.7613812911,	849.410736
11854.1942411309,	854.3285984
11940.1246277912,	859.3038666
12026.5585900943,	864.339623
12113.5025196606,	869.4392957
12200.9631861521,	874.6066649
12288.9477727951,	879.8458664
12377.4639117612,	885.1613897
12466.5197189783,	890.5580722
12556.1238279434,	896.0410897
12646.2854221186,	901.6159418
12737.0142655115,	907.2884339
12828.3207310615,	913.0646555
12920.2158264910,	918.9509543
13012.7112173157,	924.9539082
13105.8192467516,	931.0802944
13199.5529523056,	937.3370555
13293.9260788854,	943.7312658
13388.9530883165,	950.2700943
13484.6491652063,	956.9607689
13581.0302191459,	963.8105394
13678.1128832895,	970.8266414
13775.9145093982,	978.0162611
13874.4531594752,	985.3865008
13973.7475941592,	992.9443468
14073.8172580746,	1000.696639
14174.6822623643,	1008.650043
14276.3633646526,	1016.811023
14378.8819467045,	1025.185821
14482.2599900540,	1033.780433
14586.5200498858,	1042.600598
14691.6852274509,	1051.651776
14797.7791412958,	1060.939138
14904.8258975792,	1070.467563
15012.8500597369,	1080.241622
15121.8766177435,	1090.26558
15231.9309572068,	1100.543395
15343.0388285092,	1111.078713
15455.2263161947,	1121.874877
15568.5198087819,	1132.934926
15682.9459691613,	1144.261604
15798.5317057168,	1155.857366
15915.3041442940,	1167.724386
16033.2906011156,	1179.864568
16152.5185567295,	1192.279556
16273.0156310577,	1204.970743
